model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
5 Series,2022,70204,Manual,64000,Petrol,53,23.0,2.5,1,0,1,0,Petrol,4,1,4,2,1
X1,2019,20040,Automatic,70305,Diesel,75,32.7,3.0,4,1,0,0,Diesel,7,0,0,0,1
5 Series,2016,37155,Automatic,3479,Diesel,168,36.9,3.0,7,1,0,0,Diesel,4,0,0,1,1
5 Series,2016,66000,Automatic,11112,Petrol,47,38.6,3.0,7,1,0,0,Petrol,4,0,4,2,1
i8,2010,23300,Automatic,110575,Petrol,223,37.6,1.5,13,1,0,0,Petrol,16,0,4,1,0
4 Series,2010,7004,Automatic,47809,Diesel,69,40.9,3.0,13,1,0,0,Diesel,3,0,0,0,0
X1,2013,19665,Automatic,33205,Diesel,154,54.4,1.5,10,1,0,0,Diesel,7,0,0,0,0
X1,2014,25643,Manual,138629,Diesel,46,45.3,2.5,9,0,1,0,Diesel,7,1,0,1,0
X1,2014,35214,Manual,111947,Petrol,278,20.7,2.5,9,0,1,0,Petrol,7,1,4,1,0
3 Series,2013,71745,Automatic,35826,Diesel,201,26.9,2.0,10,1,0,0,Diesel,2,0,0,2,0
5 Series,2017,28407,Semi-Auto,127201,Diesel,141,34.0,1.5,6,0,0,1,Diesel,4,2,0,1,1
1 Series,2016,48081,Automatic,88691,Diesel,125,58.0,1.5,7,1,0,0,Diesel,0,0,0,1,1
5 Series,2018,48268,Automatic,117558,Hybrid,152,23.1,2.5,5,1,0,0,Hybrid,4,0,2,1,1
7 Series,2016,4491,Manual,102925,Diesel,64,48.4,2.0,7,0,1,0,Diesel,6,1,0,0,0
3 Series,2019,14526,Manual,97320,Electric,95,21.3,1.5,4,0,1,0,Electric,2,1,1,0,1
X7,2010,62903,Manual,33401,Electric,180,34.5,2.0,13,0,1,0,Electric,13,1,1,2,0
6 Series,2022,40942,Automatic,143637,Diesel,177,50.8,2.5,1,1,0,0,Diesel,5,0,0,1,1
X3,2016,3000,Automatic,91236,Diesel,128,33.8,3.0,7,1,0,0,Diesel,9,0,0,0,0
7 Series,2010,34609,Manual,65702,Diesel,38,37.2,2.5,13,0,1,0,Diesel,6,1,0,1,0
4 Series,2016,16988,Automatic,143184,Diesel,299,56.2,3.0,7,1,0,0,Diesel,3,0,0,0,0
1 Series,2019,80273,Automatic,80297,Petrol,132,22.6,3.0,4,1,0,0,Petrol,0,0,4,2,1
X6,2017,57762,Automatic,109327,Petrol,108,41.1,4.0,6,1,0,0,Petrol,12,0,4,2,1
1 Series,2020,3000,Manual,140957,Petrol,71,34.6,2.0,3,0,1,0,Petrol,0,1,4,0,1
X6,2018,3000,Automatic,133448,Petrol,207,58.6,2.5,5,1,0,0,Petrol,12,0,4,0,1
3 Series,2021,66486,Automatic,138011,Petrol,64,51.7,3.0,2,1,0,0,Petrol,2,0,4,2,1
4 Series,2012,31923,Automatic,134918,Hybrid,240,24.9,2.5,11,1,0,0,Hybrid,3,0,2,1,0
X4,2013,3000,Automatic,73353,Diesel,78,57.1,2.5,10,1,0,0,Diesel,10,0,0,0,0
1 Series,2013,64893,Manual,8430,Petrol,87,28.4,5.0,10,0,1,0,Petrol,0,1,4,2,0
5 Series,2021,18721,Automatic,143223,Diesel,177,23.4,4.4,2,1,0,0,Diesel,4,0,0,0,1
i3,2018,36536,Automatic,35484,Petrol,261,41.7,3.0,5,1,0,0,Petrol,15,0,4,1,1
5 Series,2022,4160,Automatic,125506,Diesel,65,49.5,2.5,1,1,0,0,Diesel,4,0,0,0,1
4 Series,2016,30291,Automatic,138852,Petrol,104,48.6,3.5,7,1,0,0,Petrol,3,0,4,1,0
X1,2012,89945,Automatic,29604,Petrol,97,41.4,2.5,11,1,0,0,Petrol,7,0,4,2,0
5 Series,2019,3000,Automatic,108385,Diesel,95,39.7,6.0,4,1,0,0,Diesel,4,0,0,0,1
3 Series,2014,83013,Automatic,18762,Diesel,45,58.8,3.0,9,1,0,0,Diesel,2,0,0,2,0
3 Series,2016,53099,Automatic,120272,Diesel,30,52.8,1.5,7,1,0,0,Diesel,2,0,0,2,1
X5,2017,3000,Manual,90230,Diesel,203,47.9,2.5,6,0,1,0,Diesel,11,1,0,0,1
5 Series,2010,3000,Manual,142628,Petrol,147,27.8,3.0,13,0,1,0,Petrol,4,1,4,0,0
7 Series,2021,65921,Automatic,80091,Diesel,131,52.8,3.5,2,1,0,0,Diesel,6,0,0,2,1
5 Series,2011,9373,Automatic,115919,Petrol,185,50.0,3.5,12,1,0,0,Petrol,4,0,4,0,0
X1,2016,49146,Semi-Auto,131731,Petrol,188,59.7,5.0,7,0,0,1,Petrol,7,2,4,1,1
4 Series,2020,98868,Automatic,11004,Petrol,126,25.3,2.5,3,1,0,0,Petrol,3,0,4,2,1
i3,2022,6673,Automatic,104726,Diesel,296,48.6,2.0,1,1,0,0,Diesel,15,0,0,0,1
5 Series,2022,29263,Manual,1247,Diesel,86,59.2,3.0,1,0,1,0,Diesel,4,1,0,1,1
X6,2011,27433,Automatic,112902,Petrol,120,38.5,1.5,12,1,0,0,Petrol,12,0,4,1,0
X5,2016,47421,Automatic,46995,Petrol,134,49.3,5.0,7,1,0,0,Petrol,11,0,4,1,1
X1,2018,64883,Automatic,60423,Hybrid,198,59.0,3.5,5,1,0,0,Hybrid,7,0,2,2,1
X7,2020,45161,Automatic,62969,Petrol,170,41.9,6.0,3,1,0,0,Petrol,13,0,4,1,1
3 Series,2011,24454,Manual,30052,Diesel,259,48.0,2.5,12,0,1,0,Diesel,2,1,0,1,0
1 Series,2016,13383,Automatic,50214,Diesel,123,20.8,1.5,7,1,0,0,Diesel,0,0,0,0,0
2 Series,2013,51781,Automatic,69858,Diesel,241,40.8,2.5,10,1,0,0,Diesel,1,0,0,2,0
5 Series,2020,14101,Semi-Auto,41765,Petrol,70,30.2,2.0,3,0,0,1,Petrol,4,2,4,0,1
2 Series,2022,20592,Semi-Auto,144538,Hybrid,58,25.2,3.0,1,0,0,1,Hybrid,1,2,2,0,1
6 Series,2011,3707,Automatic,46284,Diesel,108,48.3,2.5,12,1,0,0,Diesel,5,0,0,0,0
1 Series,2022,91034,Automatic,51034,Petrol,40,21.6,3.5,1,1,0,0,Petrol,0,0,4,2,1
4 Series,2016,51597,Automatic,34161,Petrol,285,56.2,2.0,7,1,0,0,Petrol,3,0,4,2,1
5 Series,2022,47857,Manual,54565,Petrol,145,40.7,3.5,1,0,1,0,Petrol,4,1,4,1,1
7 Series,2014,3000,Automatic,62314,Petrol,285,45.9,3.0,9,1,0,0,Petrol,6,0,4,0,0
X1,2010,32833,Automatic,120378,Hybrid,51,30.1,6.0,13,1,0,0,Hybrid,7,0,2,1,0
X2,2014,31268,Automatic,52929,Petrol,175,27.3,2.0,9,1,0,0,Petrol,8,0,4,1,0
1 Series,2021,37447,Automatic,9086,Diesel,278,29.8,1.5,2,1,0,0,Diesel,0,0,0,1,1
5 Series,2021,60690,Automatic,100209,Diesel,164,29.3,4.0,2,1,0,0,Diesel,4,0,0,2,1
X3,2012,36254,Automatic,119409,Petrol,251,54.6,2.5,11,1,0,0,Petrol,9,0,4,1,0
X3,2016,3000,Automatic,149028,Petrol,102,51.5,2.5,7,1,0,0,Petrol,9,0,4,0,0
X3,2015,53458,Automatic,83563,Diesel,52,54.1,4.4,8,1,0,0,Diesel,9,0,0,2,0
1 Series,2017,30433,Automatic,114212,Diesel,254,49.4,2.5,6,1,0,0,Diesel,0,0,0,1,1
3 Series,2022,51715,Automatic,106317,Diesel,172,45.7,2.0,1,1,0,0,Diesel,2,0,0,2,1
5 Series,2014,25221,Manual,46602,Diesel,250,41.1,1.5,9,0,1,0,Diesel,4,1,0,1,0
X6,2011,3000,Manual,137677,Diesel,176,30.6,2.5,12,0,1,0,Diesel,12,1,0,0,0
3 Series,2018,69003,Automatic,77213,Petrol,48,48.2,3.0,5,1,0,0,Petrol,2,0,4,2,1
3 Series,2020,51295,Automatic,149010,Hybrid,110,25.5,2.0,3,1,0,0,Hybrid,2,0,2,2,1
X7,2017,3000,Automatic,113355,Hybrid,209,40.4,3.0,6,1,0,0,Hybrid,13,0,2,0,1
1 Series,2015,12537,Automatic,53545,Petrol,247,27.8,2.5,8,1,0,0,Petrol,0,0,4,0,0
i8,2022,63719,Automatic,109720,Petrol,174,40.2,4.0,1,1,0,0,Petrol,16,0,4,2,1
X3,2019,34325,Automatic,16009,Diesel,106,31.8,2.0,4,1,0,0,Diesel,9,0,0,1,1
X6,2016,58116,Manual,31246,Diesel,152,22.1,3.5,7,0,1,0,Diesel,12,1,0,2,1
3 Series,2018,34900,Automatic,29185,Diesel,154,40.1,4.4,5,1,0,0,Diesel,2,0,0,1,1
1 Series,2016,14234,Automatic,125868,Diesel,139,27.3,3.0,7,1,0,0,Diesel,0,0,0,0,0
X5,2012,9732,Automatic,87488,Diesel,150,26.4,2.5,11,1,0,0,Diesel,11,0,0,0,0
2 Series,2015,12890,Manual,47642,Petrol,272,35.4,2.0,8,0,1,0,Petrol,1,1,4,0,0
X5,2020,82555,Automatic,10185,Diesel,43,34.5,1.5,3,1,0,0,Diesel,11,0,0,2,1
1 Series,2022,14250,Manual,65366,Petrol,70,54.7,3.0,1,0,1,0,Petrol,0,1,4,0,1
X5,2020,25504,Automatic,18505,Petrol,124,42.6,2.0,3,1,0,0,Petrol,11,0,4,1,1
X5,2016,43644,Manual,29022,Hybrid,151,54.2,3.5,7,0,1,0,Hybrid,11,1,2,1,1
X3,2011,31221,Semi-Auto,148511,Diesel,219,25.9,5.0,12,0,0,1,Diesel,9,2,0,1,0
X5,2012,10788,Semi-Auto,81196,Diesel,214,34.3,2.0,11,0,0,1,Diesel,11,2,0,0,0
2 Series,2013,68350,Automatic,75385,Diesel,143,42.2,2.5,10,1,0,0,Diesel,1,0,0,2,0
X1,2019,13323,Automatic,71272,Diesel,106,26.1,4.4,4,1,0,0,Diesel,7,0,0,0,1
1 Series,2015,84527,Automatic,4909,Diesel,280,25.1,2.5,8,1,0,0,Diesel,0,0,0,2,1
5 Series,2010,36208,Semi-Auto,146939,Petrol,63,46.5,2.5,13,0,0,1,Petrol,4,2,4,1,0
1 Series,2018,28393,Automatic,132866,Diesel,283,46.2,3.0,5,1,0,0,Diesel,0,0,0,1,1
5 Series,2014,58640,Automatic,84481,Petrol,264,29.4,2.0,9,1,0,0,Petrol,4,0,4,2,0
5 Series,2022,38092,Automatic,59527,Diesel,5,29.1,5.0,1,1,0,0,Diesel,4,0,0,1,1
1 Series,2021,3000,Automatic,147441,Diesel,167,49.8,3.5,2,1,0,0,Diesel,0,0,0,0,1
3 Series,2016,58605,Automatic,24807,Petrol,172,24.7,2.0,7,1,0,0,Petrol,2,0,4,2,1
1 Series,2018,21468,Automatic,11856,Petrol,118,56.9,2.0,5,1,0,0,Petrol,0,0,4,0,1
X6,2018,3000,Automatic,138867,Diesel,225,57.7,4.4,5,1,0,0,Diesel,12,0,0,0,1
X4,2010,43837,Automatic,142221,Petrol,173,54.8,3.0,13,1,0,0,Petrol,10,0,4,1,0
1 Series,2010,3000,Semi-Auto,93205,Diesel,128,28.4,1.5,13,0,0,1,Diesel,0,2,0,0,0
X7,2012,3000,Manual,104303,Diesel,186,20.7,2.0,11,0,1,0,Diesel,13,1,0,0,0
7 Series,2015,48710,Manual,70098,Petrol,62,57.5,1.5,8,0,1,0,Petrol,6,1,4,1,0
3 Series,2011,20153,Automatic,117382,Diesel,273,33.8,5.0,12,1,0,0,Diesel,2,0,0,0,0
1 Series,2019,32263,Manual,120443,Diesel,85,32.4,2.5,4,0,1,0,Diesel,0,1,0,1,1
7 Series,2021,16205,Automatic,136278,Petrol,209,30.5,2.5,2,1,0,0,Petrol,6,0,4,0,1
X6,2020,44900,Automatic,103900,Diesel,192,29.8,5.0,3,1,0,0,Diesel,12,0,0,1,1
X3,2010,44603,Automatic,130611,Petrol,237,49.4,2.5,13,1,0,0,Petrol,9,0,4,1,0
1 Series,2010,10649,Automatic,21897,Diesel,19,56.3,2.5,13,1,0,0,Diesel,0,0,0,0,0
1 Series,2022,70952,Automatic,136442,Diesel,181,51.4,6.0,1,1,0,0,Diesel,0,0,0,2,1
5 Series,2014,63003,Semi-Auto,88236,Petrol,47,47.0,2.0,9,0,0,1,Petrol,4,2,4,2,0
3 Series,2013,18219,Automatic,102751,Petrol,227,31.5,6.0,10,1,0,0,Petrol,2,0,4,0,0
3 Series,2010,4371,Automatic,122918,Diesel,53,41.9,2.0,13,1,0,0,Diesel,2,0,0,0,0
3 Series,2013,81395,Automatic,49671,Petrol,101,29.5,2.5,10,1,0,0,Petrol,2,0,4,2,0
X6,2012,34770,Automatic,147398,Petrol,88,24.5,2.5,11,1,0,0,Petrol,12,0,4,1,0
X2,2011,45287,Automatic,104533,Other,143,24.8,5.0,12,1,0,0,Other,8,0,3,1,0
5 Series,2018,89968,Automatic,61874,Petrol,147,44.2,2.5,5,1,0,0,Petrol,4,0,4,2,1
6 Series,2020,40278,Manual,109459,Diesel,229,21.5,1.5,3,0,1,0,Diesel,5,1,0,1,1
3 Series,2010,32262,Automatic,94679,Petrol,249,58.9,2.0,13,1,0,0,Petrol,2,0,4,1,0
5 Series,2016,40076,Automatic,127750,Diesel,224,59.8,2.5,7,1,0,0,Diesel,4,0,0,1,0
3 Series,2022,24068,Manual,71400,Petrol,160,26.0,3.0,1,0,1,0,Petrol,2,1,4,1,1
X1,2013,71138,Manual,10676,Petrol,167,37.1,3.0,10,0,1,0,Petrol,7,1,4,2,0
Z4,2014,15142,Manual,5234,Diesel,109,50.7,3.5,9,0,1,0,Diesel,14,1,0,0,0
X1,2019,45678,Automatic,113451,Diesel,260,58.2,3.5,4,1,0,0,Diesel,7,0,0,1,1
5 Series,2014,3000,Automatic,85259,Diesel,172,55.7,3.0,9,1,0,0,Diesel,4,0,0,0,0
X1,2010,5611,Automatic,140598,Petrol,296,30.2,3.0,13,1,0,0,Petrol,7,0,4,0,0
1 Series,2015,21785,Manual,35626,Diesel,242,23.4,2.0,8,0,1,0,Diesel,0,1,0,1,0
4 Series,2022,70419,Manual,2207,Diesel,208,31.5,5.0,1,0,1,0,Diesel,3,1,0,2,1
7 Series,2018,46267,Automatic,130330,Other,242,37.5,1.5,5,1,0,0,Other,6,0,3,1,1
5 Series,2011,27199,Automatic,83844,Hybrid,253,34.4,2.5,12,1,0,0,Hybrid,4,0,2,1,0
X1,2016,42029,Manual,53097,Diesel,81,51.0,3.0,7,0,1,0,Diesel,7,1,0,1,1
X1,2015,6552,Automatic,121069,Diesel,30,30.3,4.4,8,1,0,0,Diesel,7,0,0,0,0
1 Series,2014,27678,Automatic,137501,Diesel,3,54.3,2.5,9,1,0,0,Diesel,0,0,0,1,0
X3,2013,41926,Automatic,54591,Diesel,193,29.0,4.0,10,1,0,0,Diesel,9,0,0,1,0
3 Series,2013,32458,Automatic,139663,Petrol,55,34.5,2.0,10,1,0,0,Petrol,2,0,4,1,0
X3,2015,40890,Semi-Auto,112248,Petrol,260,37.9,2.5,8,0,0,1,Petrol,9,2,4,1,0
X6,2013,3000,Automatic,78313,Petrol,80,31.6,2.5,10,1,0,0,Petrol,12,0,4,0,0
X6,2014,3000,Automatic,105249,Electric,53,50.7,3.5,9,1,0,0,Electric,12,0,1,0,0
X1,2022,33197,Automatic,41459,Petrol,95,36.4,2.5,1,1,0,0,Petrol,7,0,4,1,1
7 Series,2015,46365,Automatic,103331,Petrol,256,55.5,2.5,8,1,0,0,Petrol,6,0,4,1,0
1 Series,2014,8416,Automatic,103599,Petrol,203,58.5,1.5,9,1,0,0,Petrol,0,0,4,0,0
X5,2016,45835,Automatic,79405,Diesel,210,54.4,2.5,7,1,0,0,Diesel,11,0,0,1,1
3 Series,2018,28787,Automatic,90399,Hybrid,125,40.9,1.5,5,1,0,0,Hybrid,2,0,2,1,1
5 Series,2019,12527,Automatic,136733,Diesel,6,40.4,2.0,4,1,0,0,Diesel,4,0,0,0,1
3 Series,2016,60391,Manual,45802,Petrol,124,28.6,2.0,7,0,1,0,Petrol,2,1,4,2,1
1 Series,2016,75951,Automatic,19782,Hybrid,270,43.7,2.5,7,1,0,0,Hybrid,0,0,2,2,1
X1,2013,43791,Automatic,111446,Petrol,107,58.1,2.0,10,1,0,0,Petrol,7,0,4,1,0
1 Series,2010,32606,Semi-Auto,133970,Electric,259,23.2,2.0,13,0,0,1,Electric,0,2,1,1,0
X5,2017,58200,Automatic,68963,Petrol,69,50.1,2.0,6,1,0,0,Petrol,11,0,4,2,1
3 Series,2013,7163,Manual,77303,Diesel,37,54.8,2.5,10,0,1,0,Diesel,2,1,0,0,0
1 Series,2010,12106,Automatic,84956,Petrol,174,59.5,2.5,13,1,0,0,Petrol,0,0,4,0,0
7 Series,2014,14297,Manual,37123,Hybrid,187,33.4,3.5,9,0,1,0,Hybrid,6,1,2,0,0
1 Series,2017,33368,Manual,57198,Petrol,226,34.2,2.5,6,0,1,0,Petrol,0,1,4,1,1
3 Series,2013,73480,Automatic,53872,Petrol,257,29.2,2.0,10,1,0,0,Petrol,2,0,4,2,0
X3,2022,46404,Manual,5902,Diesel,196,51.6,3.0,1,0,1,0,Diesel,9,1,0,1,1
1 Series,2021,78206,Semi-Auto,49554,Petrol,7,25.6,2.0,2,0,0,1,Petrol,0,2,4,2,1
2 Series,2017,56600,Automatic,140352,Diesel,50,30.7,3.5,6,1,0,0,Diesel,1,0,0,2,1
1 Series,2017,43862,Automatic,81490,Diesel,221,31.8,2.5,6,1,0,0,Diesel,0,0,0,1,1
3 Series,2012,3000,Automatic,58465,Diesel,18,35.0,2.5,11,1,0,0,Diesel,2,0,0,0,0
X5,2018,28463,Manual,33800,Petrol,246,36.9,2.5,5,0,1,0,Petrol,11,1,4,1,1
3 Series,2012,62672,Automatic,98143,Hybrid,30,42.4,5.0,11,1,0,0,Hybrid,2,0,2,2,0
1 Series,2010,16289,Automatic,119529,Diesel,79,57.9,2.0,13,1,0,0,Diesel,0,0,0,0,0
5 Series,2011,56486,Automatic,79871,Diesel,21,29.9,4.4,12,1,0,0,Diesel,4,0,0,2,0
3 Series,2015,45315,Automatic,72713,Petrol,288,51.2,3.0,8,1,0,0,Petrol,2,0,4,1,0
2 Series,2021,71977,Automatic,42206,Petrol,241,47.1,6.0,2,1,0,0,Petrol,1,0,4,2,1
3 Series,2019,46822,Automatic,4926,Petrol,213,24.6,3.0,4,1,0,0,Petrol,2,0,4,1,1
X5,2011,14213,Manual,114682,Diesel,199,52.4,3.0,12,0,1,0,Diesel,11,1,0,0,0
6 Series,2015,36509,Automatic,44056,Diesel,164,23.6,3.0,8,1,0,0,Diesel,5,0,0,1,0
5 Series,2010,56900,Automatic,69495,Diesel,139,49.6,3.5,13,1,0,0,Diesel,4,0,0,2,0
6 Series,2020,9292,Automatic,85147,Diesel,284,48.6,2.5,3,1,0,0,Diesel,5,0,0,0,1
5 Series,2022,59090,Automatic,57714,Diesel,12,47.6,3.0,1,1,0,0,Diesel,4,0,0,2,1
X7,2010,3000,Automatic,130613,Petrol,25,31.1,3.0,13,1,0,0,Petrol,13,0,4,0,0
1 Series,2014,3000,Automatic,138711,Diesel,21,42.9,2.5,9,1,0,0,Diesel,0,0,0,0,0
X3,2019,26986,Automatic,3478,Diesel,75,50.5,3.5,4,1,0,0,Diesel,9,0,0,1,1
5 Series,2022,52114,Automatic,65546,Diesel,91,45.5,2.0,1,1,0,0,Diesel,4,0,0,2,1
5 Series,2020,44422,Automatic,120147,Petrol,265,52.2,2.0,3,1,0,0,Petrol,4,0,4,1,1
X1,2018,21180,Automatic,89373,Diesel,47,47.5,3.0,5,1,0,0,Diesel,7,0,0,0,1
X3,2017,84447,Semi-Auto,30974,Petrol,169,31.0,3.0,6,0,0,1,Petrol,9,2,4,2,1
1 Series,2012,63457,Automatic,45183,Petrol,244,26.1,2.5,11,1,0,0,Petrol,0,0,4,2,0
3 Series,2012,3000,Manual,140490,Diesel,227,45.3,3.0,11,0,1,0,Diesel,2,1,0,0,0
X3,2010,10113,Manual,101361,Petrol,186,50.4,3.5,13,0,1,0,Petrol,9,1,4,0,0
X3,2012,58238,Automatic,58148,Hybrid,167,25.7,2.0,11,1,0,0,Hybrid,9,0,2,2,0
X7,2021,3550,Manual,113007,Petrol,202,27.0,3.0,2,0,1,0,Petrol,13,1,4,0,1
X5,2021,21833,Automatic,113239,Diesel,5,20.5,3.5,2,1,0,0,Diesel,11,0,0,1,1
X7,2021,55992,Automatic,109747,Diesel,131,41.3,2.5,2,1,0,0,Diesel,13,0,0,2,1
X3,2022,63170,Automatic,102245,Diesel,244,41.7,3.0,1,1,0,0,Diesel,9,0,0,2,1
3 Series,2020,34420,Manual,24382,Diesel,90,40.0,1.5,3,0,1,0,Diesel,2,1,0,1,1
1 Series,2010,64268,Automatic,27649,Diesel,125,32.6,3.5,13,1,0,0,Diesel,0,0,0,2,0
X5,2017,57181,Manual,111559,Hybrid,241,37.1,3.5,6,0,1,0,Hybrid,11,1,2,2,1
X1,2010,19469,Automatic,99099,Petrol,248,50.6,2.5,13,1,0,0,Petrol,7,0,4,0,0
1 Series,2014,50692,Manual,31373,Petrol,6,27.3,2.0,9,0,1,0,Petrol,0,1,4,2,0
5 Series,2018,76246,Automatic,23791,Diesel,87,28.1,3.0,5,1,0,0,Diesel,4,0,0,2,1
X7,2016,38565,Automatic,24115,Diesel,85,46.7,3.0,7,1,0,0,Diesel,13,0,0,1,1
7 Series,2013,3000,Automatic,149413,Diesel,144,54.7,4.4,10,1,0,0,Diesel,6,0,0,0,0
5 Series,2020,3000,Automatic,114109,Petrol,197,33.6,2.0,3,1,0,0,Petrol,4,0,4,0,1
5 Series,2018,3000,Automatic,148709,Petrol,163,57.3,1.5,5,1,0,0,Petrol,4,0,4,0,1
3 Series,2018,69573,Semi-Auto,84489,Petrol,144,22.3,2.0,5,0,0,1,Petrol,2,2,4,2,1
5 Series,2011,18385,Automatic,24877,Diesel,0,24.7,2.5,12,1,0,0,Diesel,4,0,0,0,0
5 Series,2019,79188,Semi-Auto,41273,Petrol,119,38.4,2.0,4,0,0,1,Petrol,4,2,4,2,1
1 Series,2019,70573,Automatic,57035,Petrol,66,48.9,5.0,4,1,0,0,Petrol,0,0,4,2,1
X5,2020,6121,Manual,144477,Petrol,48,34.8,2.0,3,0,1,0,Petrol,11,1,4,0,1
5 Series,2021,49429,Automatic,112141,Diesel,286,42.2,3.0,2,1,0,0,Diesel,4,0,0,2,1
X6,2015,66725,Automatic,42767,Diesel,23,21.1,2.5,8,1,0,0,Diesel,12,0,0,2,0
2 Series,2013,3000,Manual,121456,Diesel,210,38.5,3.0,10,0,1,0,Diesel,1,1,0,0,0
3 Series,2017,3000,Automatic,142045,Petrol,292,29.7,4.4,6,1,0,0,Petrol,2,0,4,0,1
X3,2021,93549,Automatic,59565,Petrol,62,40.7,2.5,2,1,0,0,Petrol,9,0,4,2,1
5 Series,2020,11112,Automatic,90461,Diesel,55,41.0,2.5,3,1,0,0,Diesel,4,0,0,0,1
4 Series,2016,6568,Automatic,129577,Diesel,17,50.1,2.0,7,1,0,0,Diesel,3,0,0,0,0
3 Series,2016,25703,Automatic,111159,Diesel,76,41.6,4.0,7,1,0,0,Diesel,2,0,0,1,0
X3,2020,67041,Manual,24091,Hybrid,259,44.6,6.0,3,0,1,0,Hybrid,9,1,2,2,1
X1,2019,26199,Automatic,20584,Hybrid,120,41.2,2.0,4,1,0,0,Hybrid,7,0,2,1,1
3 Series,2018,3000,Automatic,105861,Petrol,183,59.6,3.0,5,1,0,0,Petrol,2,0,4,0,1
1 Series,2022,27707,Automatic,123235,Petrol,47,51.7,2.5,1,1,0,0,Petrol,0,0,4,1,1
X3,2014,3000,Automatic,115688,Petrol,146,50.2,3.0,9,1,0,0,Petrol,9,0,4,0,0
X5,2015,25770,Automatic,17550,Diesel,281,45.1,5.0,8,1,0,0,Diesel,11,0,0,1,0
3 Series,2010,3000,Manual,134135,Diesel,293,41.1,2.0,13,0,1,0,Diesel,2,1,0,0,0
X1,2015,19958,Manual,93816,Diesel,79,33.8,3.0,8,0,1,0,Diesel,7,1,0,0,0
5 Series,2011,37211,Automatic,12631,Petrol,235,51.4,2.5,12,1,0,0,Petrol,4,0,4,1,0
X3,2015,79002,Manual,2125,Diesel,228,27.6,3.0,8,0,1,0,Diesel,9,1,0,2,1
3 Series,2018,84321,Automatic,51581,Diesel,283,21.5,2.5,5,1,0,0,Diesel,2,0,0,2,1
6 Series,2017,42057,Manual,23485,Other,60,47.9,3.0,6,0,1,0,Other,5,1,3,1,1
3 Series,2018,36842,Automatic,109539,Diesel,219,25.8,2.5,5,1,0,0,Diesel,2,0,0,1,1
5 Series,2022,75802,Automatic,84554,Diesel,88,56.2,2.5,1,1,0,0,Diesel,4,0,0,2,1
1 Series,2019,24729,Automatic,75398,Petrol,263,50.8,3.0,4,1,0,0,Petrol,0,0,4,1,1
1 Series,2017,23609,Automatic,133762,Diesel,227,44.1,1.5,6,1,0,0,Diesel,0,0,0,1,1
7 Series,2012,18034,Automatic,16740,Petrol,102,32.6,2.5,11,1,0,0,Petrol,6,0,4,0,0
3 Series,2017,21830,Automatic,89560,Diesel,87,45.5,2.5,6,1,0,0,Diesel,2,0,0,1,1
2 Series,2015,72390,Automatic,86877,Petrol,22,39.1,1.5,8,1,0,0,Petrol,1,0,4,2,0
1 Series,2022,37395,Automatic,10156,Petrol,292,31.6,3.0,1,1,0,0,Petrol,0,0,4,1,1
5 Series,2015,3000,Automatic,115968,Petrol,266,57.8,3.5,8,1,0,0,Petrol,4,0,4,0,0
3 Series,2015,7052,Automatic,97589,Petrol,16,26.5,2.0,8,1,0,0,Petrol,2,0,4,0,0
1 Series,2012,4370,Automatic,64389,Petrol,284,50.1,3.0,11,1,0,0,Petrol,0,0,4,0,0
1 Series,2019,59236,Automatic,134880,Other,161,52.0,3.0,4,1,0,0,Other,0,0,3,2,1
5 Series,2010,37651,Automatic,71938,Petrol,77,58.1,2.5,13,1,0,0,Petrol,4,0,4,1,0
5 Series,2021,22570,Semi-Auto,68500,Diesel,121,42.0,2.0,2,0,0,1,Diesel,4,2,0,1,1
5 Series,2013,69980,Semi-Auto,61734,Petrol,111,41.4,5.0,10,0,0,1,Petrol,4,2,4,2,0
7 Series,2019,3000,Automatic,149278,Diesel,238,56.8,2.5,4,1,0,0,Diesel,6,0,0,0,1
X1,2021,50536,Automatic,141701,Petrol,209,52.0,2.0,2,1,0,0,Petrol,7,0,4,2,1
1 Series,2015,66828,Automatic,33337,Petrol,1,50.5,3.0,8,1,0,0,Petrol,0,0,4,2,0
5 Series,2020,70520,Semi-Auto,88095,Petrol,202,51.6,3.0,3,0,0,1,Petrol,4,2,4,2,1
X7,2021,21439,Automatic,64829,Diesel,286,39.7,3.5,2,1,0,0,Diesel,13,0,0,0,1
7 Series,2019,33117,Automatic,70830,Petrol,116,21.7,6.0,4,1,0,0,Petrol,6,0,4,1,1
X3,2011,3000,Automatic,47939,Hybrid,299,27.9,1.5,12,1,0,0,Hybrid,9,0,2,0,0
3 Series,2016,23648,Automatic,13965,Diesel,113,45.7,3.0,7,1,0,0,Diesel,2,0,0,1,0
X5,2016,29441,Automatic,13228,Diesel,73,35.8,6.0,7,1,0,0,Diesel,11,0,0,1,1
X5,2020,91632,Automatic,49419,Electric,240,44.3,2.5,3,1,0,0,Electric,11,0,1,2,1
7 Series,2013,3000,Automatic,97913,Diesel,53,42.1,3.0,10,1,0,0,Diesel,6,0,0,0,0
Z4,2013,18300,Automatic,50229,Hybrid,158,37.5,2.5,10,1,0,0,Hybrid,14,0,2,0,0
